source_sheet,source_row,model_key,equipment_group_rpo,orderable_rpo,ref_rpo,description,row_kind,matched_primary_row_key,match_status,source_detail_raw
Equipment Groups 3,173,corvette,ROY,ROY,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash-painted carbon fiber
1. Requires (J57) carbon ceramic brakes.",derived_cross_check,,unmatched_primary_review,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash-painted carbon fiber
1. Requires (J57) carbon ceramic brakes."
Equipment Groups 3,174,corvette,ROZ,ROZ,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber
1. Requires (J57) carbon ceramic brakes.",derived_cross_check,,unmatched_primary_review,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber
1. Requires (J57) carbon ceramic brakes."
Equipment Groups 3,175,corvette,STZ,STZ,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber with Red stripe
1. Requires (J57) carbon ceramic brakes.",derived_cross_check,,unmatched_primary_review,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber with Red stripe
1. Requires (J57) carbon ceramic brakes."
Equipment Groups 3,176,corvette,Z07,Z07,,"Z07 Performance Package, includes (J57) 4-wheel antilock, 4-wheel disc, carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers, (FE7) Z07 suspension with Magnetic Selective Ride Control and (XFS) 275/30ZR20 front and 345/25ZR21 rear Michelin Pilot Sport Cup 2 R ultra performance tires; (J6D) Dark Gray Metallic-painted calipers can be upgraded at additional cost to one of the following painted caliper colors: (J6B) Blue, (J6F) Bright Red, (J6N) Edge Red, (J6L) Orange, or (J6E) Velocity Yellow
1. Requires (CFZ) Carbon Flash-painted carbon fiber ground effects and (T0F) Carbon Flash-painted Carbon Fiber Aero Package or (CFV) visible carbon fiber ground effects and (T0G) Visible Carbon Fiber Aero Package. Included with (PDD/PDF) Z07 Aero and Wheel Package.",derived_cross_check,,unmatched_primary_review,"Z07 Performance Package, includes (J57) 4-wheel antilock, 4-wheel disc, carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers, (FE7) Z07 suspension with Magnetic Selective Ride Control and (XFS) 275/30ZR20 front and 345/25ZR21 rear Michelin Pilot Sport Cup 2 R ultra performance tires; (J6D) Dark Gray Metallic-painted calipers can be upgraded at additional cost to one of the following painted caliper colors: (J6B) Blue, (J6F) Bright Red, (J6N) Edge Red, (J6L) Orange, or (J6E) Velocity Yellow
1. Requires (CFZ) Carbon Flash-painted carbon fiber ground effects and (T0F) Carbon Flash-painted Carbon Fiber Aero Package or (CFV) visible carbon fiber ground effects and (T0G) Visible Carbon Fiber Aero Package. Included with (PDD/PDF) Z07 Aero and Wheel Package."
Equipment Groups 3,177,corvette,Regulatory Options,Regulatory Options,,,derived_cross_check,,unmatched_primary_review,
Equipment Groups 4,4,corvette,,,,,derived_cross_check,,unmatched_primary_review,
Equipment Groups 4,5,corvette,,,UQH,"Audio system feature, Bose Performance Series Sound System with 14 speakers",derived_cross_check,,unmatched_primary_review,"Audio system feature, Bose Performance Series Sound System with 14 speakers"
Equipment Groups 4,6,corvette,,,AP9,"Cargo nets, 2",derived_cross_check,,unmatched_primary_review,"Cargo nets, 2"
Equipment Groups 4,7,corvette,,,UV6,"Head-Up Display, color display with 3 modes: tour, sport, track; can display speed, gear, tachometer, paddle shift lights, turn signals, bright headlamps, turn-by-turn navigation, g-meter, speed limit",derived_cross_check,,unmatched_primary_review,"Head-Up Display, color display with 3 modes: tour, sport, track; can display speed, gear, tachometer, paddle shift lights, turn signals, bright headlamps, turn-by-turn navigation, g-meter, speed limit"
Equipment Groups 4,8,corvette,,,AQA,"Memory Driver and Passenger Convenience Package, includes steering wheel and outside mirrors plus seat memory for both driver and passenger; key fob or door button activated",derived_cross_check,,unmatched_primary_review,"Memory Driver and Passenger Convenience Package, includes steering wheel and outside mirrors plus seat memory for both driver and passenger; key fob or door button activated"
Equipment Groups 4,9,corvette,,,UQT,Performance data and video recorder,derived_cross_check,,unmatched_primary_review,Performance data and video recorder
Equipment Groups 4,10,corvette,,,UVA,"HD Front and Rear Vision Cameras, front camera is curb view",derived_cross_check,,unmatched_primary_review,"HD Front and Rear Vision Cameras, front camera is curb view"
Equipment Groups 4,11,corvette,,,AH2,"Seats, GT2 bucket",derived_cross_check,,unmatched_primary_review,"Seats, GT2 bucket"
Equipment Groups 4,12,corvette,,,KQV,"Seats, heated and vented driver and passenger",derived_cross_check,,unmatched_primary_review,"Seats, heated and vented driver and passenger"
Equipment Groups 4,13,corvette,,,AL9,"Seat adjuster, power driver lumbar control",derived_cross_check,,unmatched_primary_review,"Seat adjuster, power driver lumbar control"
Equipment Groups 4,14,corvette,,,AT9,"Seat adjuster, power passenger lumbar control",derived_cross_check,,unmatched_primary_review,"Seat adjuster, power passenger lumbar control"
Equipment Groups 4,15,corvette,,,AHE,"Seat adjuster, driver power bolster",derived_cross_check,,unmatched_primary_review,"Seat adjuster, driver power bolster"
Equipment Groups 4,16,corvette,,,AHH,"Seat adjuster, passenger power bolster",derived_cross_check,,unmatched_primary_review,"Seat adjuster, passenger power bolster"
Equipment Groups 4,17,corvette,,,KI3,"Steering wheel, heated",derived_cross_check,,unmatched_primary_review,"Steering wheel, heated"
Equipment Groups 4,18,corvette,,,,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede.",derived_cross_check,,unmatched_primary_review,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede."
Equipment Groups 4,19,corvette,,,IWE,"Sueded Microfiber-Wrapped Upper Interior Trim Package, includes headliner, visors, trim above windshield and rear window, and A-pillar trim",derived_cross_check,,unmatched_primary_review,"Sueded Microfiber-Wrapped Upper Interior Trim Package, includes headliner, visors, trim above windshield and rear window, and A-pillar trim"
Equipment Groups 4,20,corvette,,,UTJ,"Theft-deterrent system, electrical, unauthorized entry, activates the horn",derived_cross_check,,unmatched_primary_review,"Theft-deterrent system, electrical, unauthorized entry, activates the horn"
Equipment Groups 4,21,corvette,,,UTU,"Theft deterrent sensor, vehicle inclination",derived_cross_check,,unmatched_primary_review,"Theft deterrent sensor, vehicle inclination"
Equipment Groups 4,22,corvette,,,UTV,"Theft deterrent sensor, vehicle interior movement",derived_cross_check,,unmatched_primary_review,"Theft deterrent sensor, vehicle interior movement"
Equipment Groups 4,23,corvette,,,UG1,"Universal Home Remote, includes garage door opener, 3-channel programmable, located on driver visor",derived_cross_check,,unmatched_primary_review,"Universal Home Remote, includes garage door opener, 3-channel programmable, located on driver visor"
Equipment Groups 4,24,corvette,,,K7B,"Wireless Phone Charging, 2 wireless charging pads for phone or portable devices, located on center console and between seatbacks",derived_cross_check,,unmatched_primary_review,"Wireless Phone Charging, 2 wireless charging pads for phone or portable devices, located on center console and between seatbacks"
Equipment Groups 4,25,corvette,,,DYX,"Mirrors, outside heated, power-adjustable, power-folding, driver-side auto-dimming with turn signal indicators",derived_cross_check,,unmatched_primary_review,"Mirrors, outside heated, power-adjustable, power-folding, driver-side auto-dimming with turn signal indicators"
Equipment Groups 4,26,corvette,,,UFG,Rear Cross Traffic Alert,derived_cross_check,,unmatched_primary_review,Rear Cross Traffic Alert
Equipment Groups 4,27,corvette,,,UFT,Side Blind Zone Alert,derived_cross_check,,unmatched_primary_review,Side Blind Zone Alert
Equipment Groups 4,28,corvette,Additional Options,Additional Options,,,derived_cross_check,,unmatched_primary_review,
Equipment Groups 4,29,corvette,R6P,R6P,,"3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries.",derived_cross_check,,unmatched_primary_review,"3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries."
Equipment Groups 4,30,corvette,D30,D30,,"Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations 
1. To be used exclusively to override exterior, interior and seat belt color combinations. SOLD orders only. Color Combination Override is available at an additional charge.",derived_cross_check,,unmatched_primary_review,"Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations 
1. To be used exclusively to override exterior, interior and seat belt color combinations. SOLD orders only. Color Combination Override is available at an additional charge."
Equipment Groups 4,31,corvette,R6X,R6X,,"Custom Interior Trim and Seat Combination
1. SOLD orders only. Requires (HMO/HVV) Jet Black/Sky Cool Gray, (HZB/HVT) Sky Cool Gray/Jet Black, (HU0/HXO) Jet Black/Adrenaline Red, (HUU/HZP) Adrenaline Red/Jet Black interiors. See Custom Interior Trim and Seat Combinations color and trim chart.",derived_cross_check,,unmatched_primary_review,"Custom Interior Trim and Seat Combination
1. SOLD orders only. Requires (HMO/HVV) Jet Black/Sky Cool Gray, (HZB/HVT) Sky Cool Gray/Jet Black, (HU0/HXO) Jet Black/Adrenaline Red, (HUU/HZP) Adrenaline Red/Jet Black interiors. See Custom Interior Trim and Seat Combinations color and trim chart."
Equipment Groups 4,32,corvette,,,DY0,"Display hood, Carbon Fiber, located above the Driver Information Center display",derived_cross_check,,unmatched_primary_review,"Display hood, Carbon Fiber, located above the Driver Information Center display"
Equipment Groups 4,33,corvette,PEF,PEF,,"LPO, Contoured Liner Protection Package, includes (CAV) contoured trunk cargo area liner with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Contoured Liner Protection Package, includes (CAV) contoured trunk cargo area liner with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory"
Equipment Groups 4,34,corvette,PDY,PDY,,"LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory"
Equipment Groups 4,35,corvette,W2D,W2D,,"LPO, Cargo net set, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Cargo net set, Genuine Corvette Accessory"
Equipment Groups 4,36,corvette,RWU,RWU,,"LPO, Cargo area organizer, collapsible, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Cargo area organizer, collapsible, Genuine Corvette Accessory"
Equipment Groups 4,37,corvette,CAV,CAV,,"LPO, Contoured cargo area liner with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Contoured cargo area liner with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO."
Equipment Groups 4,38,corvette,RIA,RIA,,"LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO."
Equipment Groups 4,39,corvette,RYT,RYT,,"LPO, First Aid Kit, Genuine Corvette Accessory
1. Included with (PDY) Roadside Safety Package.",derived_cross_check,,unmatched_primary_review,"LPO, First Aid Kit, Genuine Corvette Accessory
1. Included with (PDY) Roadside Safety Package."
Equipment Groups 4,40,corvette,VYW,VYW,,"LPO, Floor mats, premium carpeted with car silhouette logo on Stingray, Grand Sport, ZR1 and ZR1X models, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Floor mats, premium carpeted with car silhouette logo on Stingray, Grand Sport, ZR1 and ZR1X models, Genuine Corvette Accessory"
Equipment Groups 4,41,corvette,SXB,SXB,,"LPO, Suede trunk compartment liner, Black, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Suede trunk compartment liner, Black, Genuine Corvette Accessory"
Equipment Groups 4,42,corvette,SXR,SXR,,"LPO, Suede trunk compartment liner, Adrenaline Red, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Suede trunk compartment liner, Adrenaline Red, Genuine Corvette Accessory"
Equipment Groups 4,43,corvette,SXT,SXT,,"LPO, Suede trunk compartment liner, Natural, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Suede trunk compartment liner, Natural, Genuine Corvette Accessory"
Equipment Groups 4,44,corvette,S08,S08,,"LPO, Highway Safety Kit, Genuine Corvette Accessory
1. Included with (PDY) Roadside Safety Package.",derived_cross_check,,unmatched_primary_review,"LPO, Highway Safety Kit, Genuine Corvette Accessory
1. Included with (PDY) Roadside Safety Package."
Equipment Groups 4,45,corvette,S2L,S2L,,"LPO, Set of premium leather weekend/travel bags, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Set of premium leather weekend/travel bags, Genuine Corvette Accessory"
Equipment Groups 4,46,corvette,SC7,SC7,,"LPO, Roof panel storage pouch, Genuine Corvette Accessory
1. Included with (SBT) dual roof, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Roof panel storage pouch, Genuine Corvette Accessory
1. Included with (SBT) dual roof, LPO."
Equipment Groups 4,47,corvette,V8X,V8X,,"LPO, Visible Carbon Fiber sill plates, with car silhouette logo, replaces factory sill plates, Genuine Corvette Accessory 
1. Not available at this time.",derived_cross_check,,unmatched_primary_review,"LPO, Visible Carbon Fiber sill plates, with car silhouette logo, replaces factory sill plates, Genuine Corvette Accessory 
1. Not available at this time."
Equipment Groups 4,48,corvette,R9Y,R9Y,,"Mobile Service Plus. MobileService+ is a suite of service conveniences for 1 year - Mobile Service, Pick-up & Delivery, and Loaner with Drop off. MobileService+ van will come to your home to perform select services or pick up your vehicle and return it once the service is completed at the dealership. Cost of part and labor are not included
1. Required and only available for dealers who have a BFU of 284, except for orders with (R9W) Deleted Mobile Service Plus. Requires TRE, SRE, FBC, FNR or Fleet order types. Not available with (R9V) Mobile Service Plus for 3 years.",derived_cross_check,,unmatched_primary_review,"Mobile Service Plus. MobileService+ is a suite of service conveniences for 1 year - Mobile Service, Pick-up & Delivery, and Loaner with Drop off. MobileService+ van will come to your home to perform select services or pick up your vehicle and return it once the service is completed at the dealership. Cost of part and labor are not included
1. Required and only available for dealers who have a BFU of 284, except for orders with (R9W) Deleted Mobile Service Plus. Requires TRE, SRE, FBC, FNR or Fleet order types. Not available with (R9V) Mobile Service Plus for 3 years."
Equipment Groups 4,49,corvette,R9V,R9V,,"Mobile Service Plus. MobileService+ is a suite of service conveniences for 3 years - Mobile Service, Pick-up & Delivery, and Loaner with Drop off. MobileService+ van will come to your home to perform select services or pick up your vehicle and return it once the service is completed at the dealership. Cost of part and labor are not included
1. Required and only available for dealers who have a BFU of 284, except for orders with (R9W) Deleted Mobile Service Plus. Requires TRE, SRE or Fleet order types. Not available with (R9Y) Mobile Service Plus for 1 year.",derived_cross_check,,unmatched_primary_review,"Mobile Service Plus. MobileService+ is a suite of service conveniences for 3 years - Mobile Service, Pick-up & Delivery, and Loaner with Drop off. MobileService+ van will come to your home to perform select services or pick up your vehicle and return it once the service is completed at the dealership. Cost of part and labor are not included
1. Required and only available for dealers who have a BFU of 284, except for orders with (R9W) Deleted Mobile Service Plus. Requires TRE, SRE or Fleet order types. Not available with (R9Y) Mobile Service Plus for 1 year."
Equipment Groups 4,50,corvette,R9W,R9W,,"Deleted Mobile Service Plus. Delete MobileService+ service conveniences - Mobile Service, Pick-up & Delivery, and Loaner with Drop Off. By selecting R9W, you acknowledge that you are forgoing the margin and the ability to receive MobileService+ allowances
1. Requires a dealer with a BFU of 284. Requires TRE, SRE or Fleet order types.",derived_cross_check,,unmatched_primary_review,"Deleted Mobile Service Plus. Delete MobileService+ service conveniences - Mobile Service, Pick-up & Delivery, and Loaner with Drop Off. By selecting R9W, you acknowledge that you are forgoing the margin and the ability to receive MobileService+ allowances
1. Requires a dealer with a BFU of 284. Requires TRE, SRE or Fleet order types."
Equipment Groups 4,51,corvette,PRB,PRB,,"3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.
1. Requires (UE1) OnStar and a Retail order type. Not available on vehicles being shipped to Puerto Rico, the Virgin Islands, or Guam. OnStar plan, working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Not all vehicles may transmit all crash data. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations.",derived_cross_check,,unmatched_primary_review,"3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.
1. Requires (UE1) OnStar and a Retail order type. Not available on vehicles being shipped to Puerto Rico, the Virgin Islands, or Guam. OnStar plan, working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Not all vehicles may transmit all crash data. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations."
Equipment Groups 4,52,corvette,,,UQT,Performance data and video recorder,derived_cross_check,,unmatched_primary_review,Performance data and video recorder
Equipment Groups 4,53,corvette,BV4,BV4,,"Plaque, personalized, custom-made with your name or up to 24-character word or phrase limit and VIN
1. Available on SOLD orders only. (CFX) Personalized plaque is already included in (R8C) Corvette Museum Delivery.",derived_cross_check,,unmatched_primary_review,"Plaque, personalized, custom-made with your name or up to 24-character word or phrase limit and VIN
1. Available on SOLD orders only. (CFX) Personalized plaque is already included in (R8C) Corvette Museum Delivery."
Equipment Groups 4,54,corvette,379,379,,"Seat belt color, Orange
1. Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors. 
2. Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUF, HZN) Natural Dipped interiors, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (EJH, EPX) Very Dark Atmosphere interiors or (HAG) Asymmetrical Santorini Blue/Jet Black interior. Included with (HUW, HUX) Habanero interiors.",derived_cross_check,,unmatched_primary_review,"Seat belt color, Orange
1. Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors. 
2. Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUF, HZN) Natural Dipped interiors, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (EJH, EPX) Very Dark Atmosphere interiors or (HAG) Asymmetrical Santorini Blue/Jet Black interior. Included with (HUW, HUX) Habanero interiors."
Equipment Groups 4,55,corvette,3N9,3N9,,"Seat belt color, Natural
1. Recommended with (HTA, HTJ) Jet Black interior.
2. Recommended with (HMO, HTE, HTT, HU0, HVV, HXO) Jet Black interiors, (HTG, HUE) Natural interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HUF, HZN) Natural Dipped interiors.",derived_cross_check,,unmatched_primary_review,"Seat belt color, Natural
1. Recommended with (HTA, HTJ) Jet Black interior.
2. Recommended with (HMO, HTE, HTT, HU0, HVV, HXO) Jet Black interiors, (HTG, HUE) Natural interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HUF, HZN) Natural Dipped interiors."
Equipment Groups 4,56,corvette,3A9,3A9,,"Seat belt color, Santorini Blue
1. Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors. 
2. Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors or (HVZ) Asymmetrical Adrenaline Red/Jet Black interior. Included with (H8T) Santorini Blue interior and (HAG) Asymmetrical Santorini Blue/Jet Black interior.",derived_cross_check,,unmatched_primary_review,"Seat belt color, Santorini Blue
1. Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors. 
2. Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors or (HVZ) Asymmetrical Adrenaline Red/Jet Black interior. Included with (H8T) Santorini Blue interior and (HAG) Asymmetrical Santorini Blue/Jet Black interior."
Equipment Groups 4,57,corvette,3F9,3F9,,"Seat belt color, Torch Red
1. Not recommended with (HUW, HUX) Habanero interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HNK) Adrenaline Red Dipped interior.",derived_cross_check,,unmatched_primary_review,"Seat belt color, Torch Red
1. Not recommended with (HUW, HUX) Habanero interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HNK) Adrenaline Red Dipped interior."
Equipment Groups 4,58,corvette,3M9,3M9,,"Seat belt color, Yellow
1. Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors. 
2. Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors, (H8T) Santorini Blue interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior.",derived_cross_check,,unmatched_primary_review,"Seat belt color, Yellow
1. Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors. 
2. Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors, (H8T) Santorini Blue interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior."
Equipment Groups 4,59,corvette,,,AH2,"Seats, GT2 bucket",derived_cross_check,,unmatched_primary_review,"Seats, GT2 bucket"
Equipment Groups 4,60,corvette,AE4,AE4,,"Seats, Competition Sport bucket",derived_cross_check,,unmatched_primary_review,"Seats, Competition Sport bucket"
Equipment Groups 4,61,corvette,AUP,AUP,,"Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket
1. Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior.",derived_cross_check,,unmatched_primary_review,"Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket
1. Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior."
Equipment Groups 4,62,corvette,TU7,TU7,,"Seats, two-tone
1. Requires (AH2) GT2 seats. Available with (HU1/HU9) Sky Cool Gray, (HU2/HUA) Adrenaline Red, (HUE/HTG) Natural, (HMO/HVV) Jet Black/Sky Cool Gray, (HU0/HXO) Jet Black/Adrenaline Red interiors.",derived_cross_check,,unmatched_primary_review,"Seats, two-tone
1. Requires (AH2) GT2 seats. Available with (HU1/HU9) Sky Cool Gray, (HU2/HUA) Adrenaline Red, (HUE/HTG) Natural, (HMO/HVV) Jet Black/Sky Cool Gray, (HU0/HXO) Jet Black/Adrenaline Red interiors."
Equipment Groups 4,63,corvette,N26,N26,,"Steering wheel, sueded microfiber-wrapped
1. Requires (HTJ) Jet Black interior.",derived_cross_check,,unmatched_primary_review,"Steering wheel, sueded microfiber-wrapped
1. Requires (HTJ) Jet Black interior."
Equipment Groups 4,64,corvette,N2Z,N2Z,,"Steering wheel, carbon fiber and sueded microfiber-wrapped
1. Requires leather seating surfaces with perforated sueded microfiber inserts interiors: HTT, HU9, HUA, HTG, HUF, HMO, HVT, HXO, HZP, HUX, EPX, HUB.",derived_cross_check,,unmatched_primary_review,"Steering wheel, carbon fiber and sueded microfiber-wrapped
1. Requires leather seating surfaces with perforated sueded microfiber inserts interiors: HTT, HU9, HUA, HTG, HUF, HMO, HVT, HXO, HZP, HUX, EPX, HUB."
Equipment Groups 4,65,corvette,37S,37S,,"Santorini Blue custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (HTE/HTT/HUB/HUC) Jet Black interior.",derived_cross_check,,unmatched_primary_review,"Santorini Blue custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (HTE/HTT/HUB/HUC) Jet Black interior."
Equipment Groups 4,66,corvette,38S,38S,,"Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior.",derived_cross_check,,unmatched_primary_review,"Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior."
Equipment Groups 4,67,corvette,36S,36S,,"Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (HTE/HTT/HUB/HUC) Jet Black interior.",derived_cross_check,,unmatched_primary_review,"Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (HTE/HTT/HUB/HUC) Jet Black interior."
Equipment Groups 4,68,corvette,BAZ,BAZ,,"Stealth Interior Trim Package, dark finish aluminum trim",derived_cross_check,,unmatched_primary_review,"Stealth Interior Trim Package, dark finish aluminum trim"
Equipment Groups 4,69,corvette,FA5,FA5,,"Trim, interior, carbon fiber cluster-surround and console/door switch plates",derived_cross_check,,unmatched_primary_review,"Trim, interior, carbon fiber cluster-surround and console/door switch plates"
Equipment Groups 4,70,corvette,FA6,FA6,,"Trim, interior, level 2, carbon fiber instrument panel trim, cluster-surround and console/door inserts
1. Not available with (FA5) carbon fiber interior trim.",derived_cross_check,,unmatched_primary_review,"Trim, interior, level 2, carbon fiber instrument panel trim, cluster-surround and console/door inserts
1. Not available with (FA5) carbon fiber interior trim."
Equipment Groups 4,71,corvette,TOM,TOM,,"ZR1 Carbon Fiber Aero Package, visible carbon fiber, includes carbon fiber high-wing spoiler, dive planes, and tall hood spoiler",derived_cross_check,,unmatched_primary_review,"ZR1 Carbon Fiber Aero Package, visible carbon fiber, includes carbon fiber high-wing spoiler, dive planes, and tall hood spoiler"
