model_key,option_sheet,option_row,option_id,rpo,option_name,current_price,matched_future_model_source_review_rows,candidate_price,parsed_candidate_prices,price_candidate_rows,price_candidate_summary,approved_price,classification,recommended_workbook_action,notes
zr1x,zr1x_options,41,opt_spz_001,SPZ,"LPO, Black wheel locks, Genuine Corvette Accessory",,783,105,105,147,row 147: 105,,direct_price_candidate,write_options_price,"105 | row 147: 105 | 147 | LPO, Black wheel locks, Genuine Corvette Accessory | Requires (SPY) Black lug nuts, LPO. | Requires (SPY) Black lug nuts, LPO."
zr1x,zr1x_options,42,opt_tr7_001,TR7,"Headlamp control, automatic leveling system",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,43,opt_u80_001,U80,"Compass, digital",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,44,opt_uhy_001,UHY,Automatic Emergency Braking,,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,45,opt_uvb_001,UVB,HD Rear Vision Camera,,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,46,opt_wub_001,WUB,"NEW!Exhaust, quad center exit",,473;907,1995; 1995,1995,169 || 169,row 169: 1995 || row 169: 1995,,direct_price_candidate,write_options_price,"1995 | row 169: 1995 | 169 | NEW!Exhaust, quad center exit | 1995 | row 169: 1995 | 169 | NEW!Exhaust, quad center exit"
zr1x,zr1x_options,47,opt_r88_001,R88,"LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory",,757,695,695,111,row 111: 695,,direct_price_candidate,write_options_price,"695 | row 111: 695 | 111 | LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory | Not available with (SFZ) Dark Stealth crossed flags emblems, LPO, (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW). | Not available with (SFZ) Dark Stealth crossed flags emblems, LPO, (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW)."
zr1x,zr1x_options,48,opt_ah2_001,AH2,"Seats, GT2 bucket",,631,1695,1695,237,row 237: 1695 2LT/LZ Only; Std on 3LT/LZ,,conditional_price_candidate,defer_to_price_rules,"1695 | row 237: 1695 2LT/LZ Only; Std on 3LT/LZ | 237 | Seats, GT2 bucket"
zr1x,zr1x_options,49,opt_379_001,379,"Seat belt color, Orange",,619,595,595,200,row 200: 595 Std with HUW/HUX Habanero Interiors,,conditional_price_candidate,defer_to_price_rules,"595 | row 200: 595 Std with HUW/HUX Habanero Interiors | 200 | Seat belt color, Orange | Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUF, HZN) Natural Dipped interiors, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (EJH, EPX) Very Dark Atmosphere interiors or (HAG) Asymmetrical Santorini Blue/Jet Black interior. Included with (HUW, HUX) Habanero interiors. | Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUF, HZN) Natural Dipped interiors, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (EJH, EPX) Very Dark Atmosphere interiors or (HAG) Asymmetrical Santorini Blue/Jet Black interior. Included with (HUW, HUX) Habanero in…"
zr1x,zr1x_options,50,opt_bv4_001,BV4,"Plaque, personalized, custom-made with your name or up to 24-character word or phrase limit and VIN",,607,395,395,47,row 47: 395,,direct_price_candidate,write_options_price,"395 | row 47: 395 | 47 | Plaque, personalized, custom-made with your name or up to 24-character word or phrase limit and VIN | Available on SOLD orders only. (CFX) Personalized plaque is already included in (R8C) Corvette Museum Delivery. | Available on SOLD orders only. (CFX) Personalized plaque is already included in (R8C) Corvette Museum Delivery."
zr1x,zr1x_options,51,opt_cfx_001,CFX,"Plaque, personalized with Corvette Museum logo, your name and VIN",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,52,opt_dt0_001,DT0,Competition Yellow Full Length Dual Racing Stripes,,835,1295,1295,252,row 252: 1295,,direct_price_candidate,write_options_price,1295 | row 252: 1295 | 252 | Competition Yellow Full Length Dual Racing Stripes | Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic. | Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.
zr1x,zr1x_options,53,opt_fa5_001,FA5,"Trim, interior, carbon fiber cluster-surround and console/door switch plates",,679,1795,1795,209,row 209: 1795 2LT/LZ or 3LT/LZ,,conditional_price_candidate,defer_to_price_rules,"1795 | row 209: 1795 2LT/LZ or 3LT/LZ | 209 | Trim, interior, carbon fiber cluster-surround and console/door switch plates"
zr1x,zr1x_options,54,opt_j6e_001,J6E,"Calipers, Velocity Yellow-painted",,871,795,795,71,row 71: 795,,direct_price_candidate,write_options_price,"795 | row 71: 795 | 71 | Calipers, Velocity Yellow-painted"
zr1x,zr1x_options,55,opt_npp_001,NPP,"Exhaust, performance, aggressive exhaust sound varies with driver mode selected",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,56,opt_nwi_001,NWI,"NEW!Exhaust tips, bright, center, quad, exposed",,911,395,395,168,row 168: 395 Requires (WUB) center quad exhaust system,,direct_price_candidate,write_options_price,"395 | row 168: 395 Requires (WUB) center quad exhaust system | 168 | NEW!Exhaust tips, bright, center, quad, exposed"
zr1x,zr1x_options,57,opt_pef_001,PEF,"LPO, Contoured Liner Protection Package, includes (CAV) contoured trunk cargo area liner with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory",,553,475,475,110,row 110: 475,,direct_price_candidate,write_options_price,"475 | row 110: 475 | 110 | LPO, Contoured Liner Protection Package, includes (CAV) contoured trunk cargo area liner with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory"
zr1x,zr1x_options,58,opt_s47_001,S47,"LPO, Chrome lug nuts, Genuine Corvette Accessory",,789,275,275,126,row 126: 275,,direct_price_candidate,write_options_price,"275 | row 126: 275 | 126 | LPO, Chrome lug nuts, Genuine Corvette Accessory | Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels. | Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels."
zr1x,zr1x_options,59,opt_sbt_001,SBT,"LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories",,769,2525,2525,129,row 129: 2525,,direct_price_candidate,write_options_price,"2525 | row 129: 2525 | 129 | LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories"
zr1x,zr1x_options,60,opt_ueu_001,UEU,Forward Collision Alert,,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,61,opt_uqh_001,UQH,"Audio system feature, Bose Performance Series Sound System with 14 speakers",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,62,opt_uqs_001,UQS,"Audio system feature, Bose Premium 10-speaker system",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,63,opt_zyc_001,ZYC,"Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped with T0E standard spoiler), includes (DRG) Carbon Flash Metallic-painted outside mirrors",,791,295,295,192,row 192: 295 Includes spoiler as well when the vehicle is equipped with painted spoiler,,direct_price_candidate,write_options_price,"295 | row 192: 295 Includes spoiler as well when the vehicle is equipped with painted spoiler | 192 | Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped with T0E standard spoiler), includes (DRG) Carbon Flash Metallic-painted outside mirrors | Not available with exterior color (GBA) Black. | Not available with exterior color (GBA) Black."
zr1x,zr1x_options,64,opt_ria_001,RIA,"LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory",,563,265,265,112,row 112: 265,,direct_price_candidate,write_options_price,"265 | row 112: 265 | 112 | LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory | Included with (PEF) Contoured Liner Protection Package, LPO. | Included with (PEF) Contoured Liner Protection Package, LPO."
zr1x,zr1x_options,65,opt_sc7_001,SC7,"LPO, Roof panel storage pouch, Genuine Corvette Accessory",,579,195,195,130,row 130: 195,,direct_price_candidate,write_options_price,"195 | row 130: 195 | 130 | LPO, Roof panel storage pouch, Genuine Corvette Accessory | Included with (SBT) dual roof, LPO. | Included with (SBT) dual roof, LPO."
zr1x,zr1x_options,66,opt_cav_001,CAV,"LPO, Contoured cargo area liner with Jake logo, Genuine Corvette Accessory",,561,230,230,101,row 101: 230,,direct_price_candidate,write_options_price,"230 | row 101: 230 | 101 | LPO, Contoured cargo area liner with Jake logo, Genuine Corvette Accessory | Included with (PEF) Contoured Liner Protection Package, LPO. | Included with (PEF) Contoured Liner Protection Package, LPO."
zr1x,zr1x_options,67,opt_3a9_001,3A9,"Seat belt color, Santorini Blue",,623,595,595,203,row 203: 595 Std with HT8 and HAG Interior,,conditional_price_candidate,defer_to_price_rules,"595 | row 203: 595 Std with HT8 and HAG Interior | 203 | Seat belt color, Santorini Blue | Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors or (HVZ) Asymmetrical Adrenaline Red/Jet Black interior. Included with (H8T) Santorini Blue interior and (HAG) Asymmetrical Santorini Blue/Jet Black interior. | Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors or (HVZ) Asymmetrical Adrenaline Red/Jet Black interior. Included with (H8T) Santorini Blue interior and (HAG) Asymmetrical Santorini Blue/Jet Black inter…"
zr1x,zr1x_options,68,opt_ae4_002,AE4,"Seats, Competition Sport bucket",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,69,opt_duw_001,DUW,Edge Blue Full Length Dual Racing Stripes,,823,1295,1295,258,row 258: 1295,,direct_price_candidate,write_options_price,1295 | row 258: 1295 | 258 | Edge Blue Full Length Dual Racing Stripes | Not available with exterior color (GTR) Admiral Blue Metallic. | Not available with exterior color (GTR) Admiral Blue Metallic.
zr1x,zr1x_options,70,opt_j6n_001,J6N,"Calipers, Edge Red-painted",,877,795,795,74,row 74: 795,,direct_price_candidate,write_options_price,"795 | row 74: 795 | 74 | Calipers, Edge Red-painted"
zr1x,zr1x_options,71,opt_k7a_001,K7A,"Wireless Phone Charging, wireless charging pad for phone or portable devices, located on center console",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,72,opt_sfe_001,SFE,"LPO, Chrome wheel locks, Genuine Corvette Accessory",,785,125,125,132,row 132: 125,,direct_price_candidate,write_options_price,"125 | row 132: 125 | 132 | LPO, Chrome wheel locks, Genuine Corvette Accessory | Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels. | Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels."
zr1x,zr1x_options,73,opt_t4l_001,T4L,"Headlamps, LED",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,74,opt_ukt_001,UKT,Front Pedestrian and Bicyclist Braking,,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,75,opt_uva_001,UVA,"HD Front and Rear Vision Cameras, front camera is curb view",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,76,opt_vtb_001,VTB,"LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory",,759,150,150,156,row 156: 150,,direct_price_candidate,write_options_price,"150 | row 156: 150 | 156 | LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory"
zr1x,zr1x_options,77,opt_vyw_001,VYW,"LPO, Floor mats, premium carpeted with car silhouette logo on Stingray, Grand Sport, ZR1 and ZR1X models, Genuine Corvette Accessory",,567,275,275,162,row 162: 275,,direct_price_candidate,write_options_price,"275 | row 162: 275 | 162 | LPO, Floor mats, premium carpeted with car silhouette logo on Stingray, Grand Sport, ZR1 and ZR1X models, Genuine Corvette Accessory"
zr1x,zr1x_options,78,opt_pcq_001,PCQ,"LPO, Grille Screen Protection Package, includes (VWE) front radiator grille screens LPO and (VWT) insect protection grille screen LPO, Genuine Corvette Accessories",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,79,opt_3f9_001,3F9,"Seat belt color, Torch Red",,625,595,595,204,row 204: 595 Std with HNK Interior,,conditional_price_candidate,defer_to_price_rules,"595 | row 204: 595 Std with HNK Interior | 204 | Seat belt color, Torch Red | Not recommended with (HUW, HUX) Habanero interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HNK) Adrenaline Red Dipped interior. | Not recommended with (HUW, HUX) Habanero interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HNK) Adrenaline Red Dipped interior."
zr1x,zr1x_options,80,opt_5zd_001,5ZD,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory",,779,250,250,97,row 97: 250,,direct_price_candidate,write_options_price,"250 | row 97: 250 | 97 | LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory"
zr1x,zr1x_options,81,opt_dsy_001,DSY,Edge Orange Full Length Dual Racing Stripes,,829,1295,1295,250,row 250: 1295,,direct_price_candidate,write_options_price,1295 | row 250: 1295 | 250 | Edge Orange Full Length Dual Racing Stripes | Not available with exterior color (G26) Sebring Orange Tintcoat. | Not available with exterior color (G26) Sebring Orange Tintcoat.
zr1x,zr1x_options,82,opt_dwk_001,DWK,"Mirrors, outside heated, power-adjustable, manual-folding with turn signal indicators",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,83,opt_j6b_001,J6B,"Calipers, Blue-painted",,869,795,795,70,row 70: 795,,direct_price_candidate,write_options_price,"795 | row 70: 795 | 70 | Calipers, Blue-painted"
zr1x,zr1x_options,84,opt_rwu_001,RWU,"LPO, Cargo area organizer, collapsible, Genuine Corvette Accessory",,559,175,175,118,row 118: 175,,direct_price_candidate,write_options_price,"175 | row 118: 175 | 118 | LPO, Cargo area organizer, collapsible, Genuine Corvette Accessory"
zr1x,zr1x_options,85,opt_slk_001,SLK,"LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory",,921,1995,1995,142,row 142: 1995,,direct_price_candidate,write_options_price,"1995 | row 142: 1995 | 142 | LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory"
zr1x,zr1x_options,86,opt_tq5_001,TQ5,"IntelliBeam, auto high beam",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,87,opt_ufg_001,UFG,Rear Cross Traffic Alert,,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,88,opt_vwe_001,VWE,"LPO, Front radiator grille screens, Genuine Corvette Accessory",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,89,opt_vwt_001,VWT,"LPO, Insect protection grille screen, Genuine Corvette Accessory",,763,795,795,161,row 161: 795,,direct_price_candidate,write_options_price,"795 | row 161: 795 | 161 | LPO, Insect protection grille screen, Genuine Corvette Accessory | Included with (PCQ) Grille Screen Protection Package, LPO. | Included with (PCQ) Grille Screen Protection Package, LPO."
zr1x,zr1x_options,90,opt_3m9_001,3M9,"Seat belt color, Yellow",,627,595,595,205,row 205: 595,,direct_price_candidate,write_options_price,"595 | row 205: 595 | 205 | Seat belt color, Yellow | Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors, (H8T) Santorini Blue interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior. | Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors, (H8T) Santorini Blue interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior."
zr1x,zr1x_options,91,opt_5jr_001,5JR,"LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory",,765,1395,1395,89,row 89: 1395,,direct_price_candidate,write_options_price,"1395 | row 89: 1395 | 89 | LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory"
zr1x,zr1x_options,92,opt_5zc_001,5ZC,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory",,781,250,250,96,row 96: 250,,direct_price_candidate,write_options_price,"250 | row 96: 250 | 96 | LPO, Jake logo wheel center caps. Genuine Corvette Accessory"
zr1x,zr1x_options,93,opt_a2x_001,A2X,"Seat adjuster, driver 8-way power",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,94,opt_dsz_001,DSZ,Edge Red Full Length Dual Racing Stripes,,831,1295,1295,251,row 251: 1295,,direct_price_candidate,write_options_price,1295 | row 251: 1295 | 251 | Edge Red Full Length Dual Racing Stripes | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat. | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.
zr1x,zr1x_options,95,opt_k7b_001,K7B,"Wireless Phone Charging, 2 wireless charging pads for phone or portable devices, located on center console and between seatbacks",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,96,opt_sln_001,SLN,"LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory",,917,2895,2895,143,row 143: 2895,,direct_price_candidate,write_options_price,"2895 | row 143: 2895 | 143 | LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory"
zr1x,zr1x_options,97,opt_uhx_001,UHX,Lane Keep Assist with Lane Departure Warning,,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,98,opt_w2d_001,W2D,"LPO, Cargo net set, Genuine Corvette Accessory",,557,125,125,163,row 163: 125,,direct_price_candidate,write_options_price,"125 | row 163: 125 | 163 | LPO, Cargo net set, Genuine Corvette Accessory"
zr1x,zr1x_options,99,opt_xfr_001,XFR,"Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,100,opt_a7k_001,A7K,"Seat adjuster, passenger 8-way power",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,101,opt_dpb_001,DPB,Carbon Flash with Blue accent Full Length Dual Racing Stripes,,813,1295,1295,245,row 245: 1295,,direct_price_candidate,write_options_price,1295 | row 245: 1295 | 245 | Carbon Flash with Blue accent Full Length Dual Racing Stripes | Not available with exterior color (GTR) Admiral Blue Metallic. | Not available with exterior color (GTR) Admiral Blue Metallic.
zr1x,zr1x_options,102,opt_drz_001,DRZ,"Rear Camera Mirror, inside rearview auto-dimming with full camera display",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,103,opt_j6l_001,J6L,"Calipers, Orange-painted",,875,795,795,73,row 73: 795 Requires J57,,direct_price_candidate,write_options_price,"795 | row 73: 795 Requires J57 | 73 | Calipers, Orange-painted"
zr1x,zr1x_options,104,opt_rwh_001,RWH,"LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory",,747,495,495,116,row 116: 495,,direct_price_candidate,write_options_price,"495 | row 116: 495 | 116 | LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory"
zr1x,zr1x_options,105,opt_s2l_001,S2L,"LPO, Set of premium leather weekend/travel bags, Genuine Corvette Accessory",,577,1695,1695,125,row 125: 1695,,direct_price_candidate,write_options_price,"1695 | row 125: 1695 | 125 | LPO, Set of premium leather weekend/travel bags, Genuine Corvette Accessory"
zr1x,zr1x_options,106,opt_ug1_001,UG1,"Universal Home Remote, includes garage door opener, 3-channel programmable, located on driver visor",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,107,opt_xfs_001,XFS,"Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,108,opt_wkr_001,WKR,"LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory",,749,1275,1275,165,row 165: 1275,,direct_price_candidate,write_options_price,"1275 | row 165: 1275 | 165 | LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory | Not available with (TOM) ZR1 Carbon Fiber Aero Package.
Not available with (TOM) ZR1X Carbon Fiber Aero Package. | Not available with (TOM) ZR1 Carbon Fiber Aero Package.
Not available with (TOM) ZR1X Carbon Fiber Aero Package."
zr1x,zr1x_options,109,opt_rwj_001,RWJ,"LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory",,751,495,495,117,row 117: 495,,direct_price_candidate,write_options_price,"495 | row 117: 495 | 117 | LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory | Not available with (TOM) ZR1 Carbon Fiber Aero Package.
Not available with (TOM) ZR1X Carbon Fiber Aero Package. | Not available with (TOM) ZR1 Carbon Fiber Aero Package.
Not available with (TOM) ZR1X Carbon Fiber Aero Package."
zr1x,zr1x_options,110,opt_aup_001,AUP,"Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket",,635,350,350,238,row 238: 350 Requires HVZ; Asymmetrical Adrenaline Red/Jet Black Interior,,direct_price_candidate,write_options_price,"350 | row 238: 350 Requires HVZ; Asymmetrical Adrenaline Red/Jet Black Interior | 238 | Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket | Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior. | Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior."
zr1x,zr1x_options,111,opt_dpg_001,DPG,Carbon Flash with Orange accent Full Length Dual Racing Stripes,,817,1295,1295,247,row 247: 1295,,direct_price_candidate,write_options_price,1295 | row 247: 1295 | 247 | Carbon Flash with Orange accent Full Length Dual Racing Stripes | Not available with exterior color (G26) Sebring Orange Tintcoat. | Not available with exterior color (G26) Sebring Orange Tintcoat.
zr1x,zr1x_options,112,opt_ki3_001,KI3,"Steering wheel, heated",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,113,opt_n38_001,N38,"Steering column, power tilt and telescopic",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,114,opt_nk4_001,NK4,"Steering wheel, leather-wrapped",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,115,opt_rin_001,RIN,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory",,771,440,440,114,row 114: 440,,direct_price_candidate,write_options_price,"440 | row 114: 440 | 114 | LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory | Not available with RIK, SL8. | Not available with RIK, SL8."
zr1x,zr1x_options,116,opt_sxb_001,SXB,"LPO, Suede trunk compartment liner, Black, Genuine Corvette Accessory",,569,2095,2095,150,row 150: 2095,,direct_price_candidate,write_options_price,"2095 | row 150: 2095 | 150 | LPO, Suede trunk compartment liner, Black, Genuine Corvette Accessory"
zr1x,zr1x_options,117,opt_ud7_001,UD7,Rear Park Assist,,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,118,opt_sl8_001,SL8,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory",,773,495,495,140,row 140: 495,,direct_price_candidate,write_options_price,"495 | row 140: 495 | 140 | LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory | Not available with RIK, RIN. | Not available with RIK, RIN."
zr1x,zr1x_options,119,opt_sxr_001,SXR,"LPO, Suede trunk compartment liner, Adrenaline Red, Genuine Corvette Accessory",,571,2095,2095,151,row 151: 2095,,direct_price_candidate,write_options_price,"2095 | row 151: 2095 | 151 | LPO, Suede trunk compartment liner, Adrenaline Red, Genuine Corvette Accessory"
zr1x,zr1x_options,120,opt_rik_001,RIK,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory",,775,395,395,113,row 113: 395,,direct_price_candidate,write_options_price,"395 | row 113: 395 | 113 | LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory | Not available with RIN, SL8. | Not available with RIN, SL8."
zr1x,zr1x_options,121,opt_sxt_001,SXT,"LPO, Suede trunk compartment liner, Natural, Genuine Corvette Accessory",,573,2695,2695,152,row 152: 2695,,direct_price_candidate,write_options_price,"2695 | row 152: 2695 | 152 | LPO, Suede trunk compartment liner, Natural, Genuine Corvette Accessory"
zr1x,zr1x_options,122,opt_dpl_001,DPL,Carbon Flash with Red accent Full Length Dual Racing Stripes,,819,1295,1295,248,row 248: 1295,,direct_price_candidate,write_options_price,1295 | row 248: 1295 | 248 | Carbon Flash with Red accent Full Length Dual Racing Stripes | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat. | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.
zr1x,zr1x_options,123,opt_sig_001,SIG,"LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory",,777,425,425,138,row 138: 425,,direct_price_candidate,write_options_price,"425 | row 138: 425 | 138 | LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory | Requires (T0E) rear spoiler. | Requires (T0E) rear spoiler."
zr1x,zr1x_options,124,opt_tdm_001,TDM,"Teen Driver, a configurable feature that lets you activate customizable vehicle settings associated with a key fob, to help encourage safe driving behavior. It can limit certain available vehicle features, and it prevents certain safety systems from being turned off. An in-vehicle report card gives you information on driving habits and helps you to continue to coach your new driver",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,125,opt_vhm_001,VHM,"Vehicle health management, provides advanced warning of vehicle issues",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,126,opt_dpt_001,DPT,Carbon Flash with Silver accent Full Length Dual Racing Stripes,,821,1295,1295,249,row 249: 1295,,direct_price_candidate,write_options_price,1295 | row 249: 1295 | 249 | Carbon Flash with Silver accent Full Length Dual Racing Stripes
zr1x,zr1x_options,127,opt_kqv_001,KQV,"Seats, heated and vented driver and passenger",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,128,opt_al9_001,AL9,"Seat adjuster, power driver lumbar control",,,,,,,,missing_price_evidence,needs_human_review,
zr1x,zr1x_options,129,opt_dpc_001,DPC,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,,815,1295,1295,246,row 246: 1295,,direct_price_candidate,write_options_price,1295 | row 246: 1295 | 246 | Carbon Flash with Yellow accent Full Length Dual Racing Stripes | Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic. | Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.
