source_sheet,source_row,guide_family,model_key,model_key_confidence,source_field,raw_text,phrase_type,extracted_rpos,confidence,review_status,notes
Exterior 2,67,corvette,grand_sport,high,description,"Admiral Blue Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GTR) Admiral Blue Metallic.
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK/GKZ/GPH. Not available with exterior color (GTR) Admiral Blue Metallic. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.",not_available_with,D84|G26|G4Z|GBK|GKZ|GPH|GTR|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,68,corvette,grand_sport,high,description,"Carbon Flash Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics.
2. Requires (Z15) Grand Sport Heritage Graphics. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.",requires,D84|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,69,corvette,grand_sport,high,description,"Red Mist Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat. 
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK/GTR. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.",requires,D84|G26|G4Z|GBK|GKZ|GPH|GTR|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,69,corvette,grand_sport,high,description,"Red Mist Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat. 
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK/GTR. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.",not_available_with,D84|G26|G4Z|GBK|GKZ|GPH|GTR|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,70,corvette,grand_sport,high,description,"Blade Silver Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKA) Blade Silver Metallic. 
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK/GKZ/GPH. Not available with exterior color (GKA) Blade Silver Metallic. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.",requires,D84|G26|G4Z|GBK|GKA|GKZ|GPH|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,70,corvette,grand_sport,high,description,"Blade Silver Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKA) Blade Silver Metallic. 
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK/GKZ/GPH. Not available with exterior color (GKA) Blade Silver Metallic. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.",not_available_with,D84|G26|G4Z|GBK|GKA|GKZ|GPH|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,71,corvette,grand_sport,high,description,"Arctic White Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (G8G) Arctic White. 
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK. Not available with exterior color (G8G) Arctic White. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.",requires,D84|G26|G4Z|G8G|GBK|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,71,corvette,grand_sport,high,description,"Arctic White Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (G8G) Arctic White. 
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK. Not available with exterior color (G8G) Arctic White. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.",not_available_with,D84|G26|G4Z|G8G|GBK|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,72,corvette,grand_sport,high,description,"Admiral Blue Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GTR) Admiral Blue Metallic.",requires,GTR|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,72,corvette,grand_sport,high,description,"Admiral Blue Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,73,corvette,grand_sport,high,description,"Carbon Flash Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics.",requires,Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,74,corvette,grand_sport,high,description,"Red Mist Grand Sport Heritage Hash Marks 
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat",requires,GKZ|GPH|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,74,corvette,grand_sport,high,description,"Red Mist Grand Sport Heritage Hash Marks 
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat",not_available_with,GKZ|GPH|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,75,corvette,grand_sport,high,description,"Torch Red Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat",requires,GKZ|GPH|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,75,corvette,grand_sport,high,description,"Torch Red Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat",not_available_with,GKZ|GPH|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,76,corvette,grand_sport,high,description,"Blade Silver Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKA) Blade Silver Metallic.",requires,GKA|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,76,corvette,grand_sport,high,description,"Blade Silver Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKA) Blade Silver Metallic.",not_available_with,GKA|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,77,corvette,grand_sport,high,description,"Competition Yellow Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",requires,GBK|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,77,corvette,grand_sport,high,description,"Competition Yellow Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",not_available_with,GBK|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,78,corvette,grand_sport,high,description,"NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR|NEW,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,79,corvette,grand_sport,high,description,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,80,corvette,grand_sport,high,description,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,81,corvette,grand_sport,high,description,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",not_available_with,GBK,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,82,corvette,grand_sport,high,description,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",not_available_with,G26,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,83,corvette,grand_sport,high,description,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,85,corvette,grand_sport,high,description,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,87,corvette,grand_sport,high,description,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",not_available_with,G26,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,88,corvette,grand_sport,high,description,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,90,corvette,grand_sport,high,description,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",not_available_with,GBK,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,91,corvette,grand_sport,high,description,"Carbon Flash/Edge Red Stinger Stripe
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,93,corvette,grand_sport,high,description,"Carbon Flash/Competition Yellow Stinger Stripe
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",not_available_with,GBK,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,95,corvette,grand_sport,high,description,"Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance
1. Included and only available with (FEB) Z52 Sport Performance Package.",only_available_with,275|345|FEB|Z52,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,96,corvette,grand_sport,high,description,"Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance
1. Included and only available with (FEY) Z52 Track Performance Package.",only_available_with,275|345|FEY|Z52,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,101,corvette,grand_sport,high,description,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash-painted carbon fiber
1. Requires (J57) carbon ceramic brakes.",requires,J57,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,102,corvette,grand_sport,high,description,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber
1. Requires (J57) carbon ceramic brakes.",requires,J57,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 2,103,corvette,grand_sport,high,description,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber with Red stripe
1. Requires (J57) carbon ceramic brakes.",requires,J57,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,4,corvette,z06,high,description,"Carbon Fiber Wheel and Brake Package, includes (J57) carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers and choice of one of the following wheels set: (ROY) 20"" front/21"" rear Carbon Flash-painted carbon fiber wheels, (ROZ) 20"" front/21"" rear visible carbon fiber wheels, or (STZ) 20"" front/21"" rear visible carbon fiber wheels with Red stripe",choice_of,J57|J6D|ROY|ROZ|STZ,medium,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,5,corvette,z06,high,description,"Z07 Carbon Flash Aero and Wheel Package, includes (Z07) Z07 Performance Package, (T0F) Carbon Flash-painted Carbon Fiber Aero Package, (CFZ) Carbon Flash-painted carbon fiber ground effects, and choice of one of the following wheels set: (ROY) 20"" front/21"" rear Carbon Flash-painted carbon fiber wheels, (ROZ) 20"" front/21"" rear visible carbon fiber wheels, or (STZ) 20"" front/21"" rear visible carbon fiber wheels with Red stripe",choice_of,CFZ|ROY|ROZ|STZ|T0F|Z07,medium,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,6,corvette,z06,high,description,"Z07 Visible Carbon Aero and Wheel Package, includes (Z07) Z07 Performance Package, (T0G) Visible Carbon Fiber Aero Package, (CFV) visible carbon fiber ground effects, and choice of one of the following wheels set: (ROY) 20"" front/21"" rear Carbon Flash-painted carbon fiber wheels, (ROZ) 20"" front/21"" rear visible carbon fiber wheels, or (STZ) 20"" front/21"" rear visible carbon fiber wheels with Red stripe",choice_of,CFV|ROY|ROZ|STZ|T0G|Z07,medium,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,8,corvette,z06,high,description,"Carbon Fiber Aero Package, Carbon Flash-painted, includes high-wing, dive planes and (CFZ) Carbon Flash-painted carbon fiber ground effects
1. Included with (PDD) Z07 Carbon Flash Aero and Wheel Package.",included_with,CFZ|PDD|Z07,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,9,corvette,z06,high,description,"Carbon Fiber Aero Package, visible, includes high-wing, dive planes and (CFV) visible carbon fiber ground effects
1. Included with (PDF) Z07 Visible Carbon Aero and Wheel Package.",included_with,CFV|PDF|Z07,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,13,corvette,z06,high,description,"Convertible top, Carbon Flash-painted nacelles and roof
1. Not available with exterior color (GBA) Black.",not_available_with,GBA,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,14,corvette,z06,high,description,"Convertible top, Carbon Flash-painted nacelles and body-color roof
1. Not available with exterior color (GBA) Black.",not_available_with,GBA,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,15,corvette,z06,high,description,"Corvette Museum Delivery, acknowledgement form required, includes (CFX) Corvette Museum logo plaque personalized with your name and VIN
1. Must also add Ship To BAC 184590 (Dealer code 31-728). Available on SOLD orders only. Not available with LPO wheels.",not_available_with,728|BAC|CFX|LPO|VIN,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,18,corvette,z06,high,description,"Exterior accents, body-color, side vents, rockers, splitter and front/rear grille accents
1. Not available with exterior color (GBA) Black. Rockers are not body-color when (CFZ/CFV) ground effects is also ordered.
2. Not available with exterior color (GBA) Black. Also includes tonneau grille. Rockers are not body-color when (CFZ/CFV) ground effects is also ordered.",not_available_with,CFV|CFZ|GBA,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,21,corvette,z06,high,description,"Rockers and splitter, body-color
1. Not available with exterior color (GBA) Black, (EFY) body-color exterior accents or (CFV/CFZ) ground effects.",not_available_with,CFV|CFZ|EFY|GBA,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,24,corvette,z06,high,description,"Ground effects, carbon fiber, Carbon Flash-painted
1. Included with (T0F) Carbon Flash-painted Carbon Fiber Aero Package.",included_with,T0F,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,25,corvette,z06,high,description,"Ground effects, visible carbon fiber
1. Included with (T0G) Visible Carbon Fiber Aero Package.",included_with,T0G,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,26,corvette,z06,high,description,"NEW!  Ground effects, extended front splitter
1. Not available with (CFV/CFZ) ground effects.",not_available_with,CFV|CFZ|NEW,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,27,corvette,z06,high,description,"Headlamp control, automatic leveling system
1. Included and only available with (E60) front lift adjustable height.",only_available_with,E60,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,30,corvette,z06,high,description,"License plate bracket, front
1. Will be forced on orders with ship-to states that require a front license plate.",requires,,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,31,corvette,z06,high,description,"LPO, Jake C8.R Graphics Package, includes (SNE) Jake hood graphic, LPO and (VPW) Jake C8.R rear hash graphic, LPO, Genuine Corvette Accessories
1. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX).",not_available_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|DZU|DZV|DZX|LPO|RPO|SNE|VPW,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,32,corvette,z06,high,description,"LPO, Tech Bronze Accent Package, includes (5DK) 20"" front/21"" rear Spider design, Tech Bronze forged aluminum wheels LPO, (SFZ) Dark Stealth crossed flags emblem LPO, (SHT) Jake hood graphic with Tech Bronze accent LPO and (VPO) Jake C8.R rear hash graphic with Tech Bronze accent LPO , Genuine Corvette Accessories
1. Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ, EYK, PDA, SNE or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX).",not_available_with,5DK|DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|DZU|DZV|DZX|EYK|LPO|PDA|R8C|ROY|ROZ|RPO|S47|SFE|SFZ|SHT|SNE|SPY|SPZ|STZ|VPO,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,37,corvette,z06,high,description,"LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory
1. When ordered with one of the following spoilers: 5V5, 5ZV, 5ZW, or (T0F/T0G) Carbon Fiber Aero Package, High Wing version is provided.",when_ordered_with,5V5|5ZV|5ZW|GT3|LPO|T0F|T0G,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,39,corvette,z06,high,description,"LPO, Visible Carbon Fiber door intake trim, Genuine Corvette Accessory
1. Not available at this time. Not available with (EFY) body-color exterior accents.",not_available_with,EFY|LPO,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,40,corvette,z06,high,description,"LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory
1. Not available with (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW). Included with (PCZ) Tech Bronze Accent Package, LPO.",included_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|EYK|LPO|PCZ|Z06|ZR1,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,40,corvette,z06,high,description,"LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory
1. Not available with (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW). Included with (PCZ) Tech Bronze Accent Package, LPO.",not_available_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|EYK|LPO|PCZ|Z06|ZR1,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,41,corvette,z06,high,description,"LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory
1. Not available with (SFZ) Dark Stealth crossed flags emblems, LPO, (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW).",not_available_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|EYK|LPO|SFZ,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,43,corvette,z06,high,description,"LPO, Front radiator grille screens, Genuine Corvette Accessory
1. Included with (PCQ) Grille Screen Protection Package, LPO.",included_with,LPO|PCQ,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,44,corvette,z06,high,description,"LPO, Insect protection grille screen, Genuine Corvette Accessory
1. Included with (PCQ) Grille Screen Protection Package, LPO.",included_with,LPO|PCQ,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,47,corvette,z06,high,description,"LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories
1. Not available with (CC3) transparent, removable roof panel.",not_available_with,CC3|LPO|SC7,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,48,corvette,z06,high,description,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory
1. Not available with RIK, SL8.",not_available_with,LPO|RIK|SL8,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,49,corvette,z06,high,description,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory
1. Not available with RIK, RIN.",not_available_with,LPO|RIK|RIN,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,50,corvette,z06,high,description,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory
1. Not available with RIN, SL8.",not_available_with,LPO|RIN|SL8,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,51,corvette,z06,high,description,"LPO, Spoiler, Visible Carbon Fiber, Genuine Corvette Accessory
1. Unavailable until further notice. Not available with T0F, T0G.",not_available_with,LPO|T0F|T0G,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,52,corvette,z06,high,description,"LPO, Three-Stanchion high wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory
1. Not available with T0F, T0G, 5V5.",not_available_with,5V5|LPO|T0F|T0G,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,53,corvette,z06,high,description,"LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory
1. Requires (T0E) rear spoiler.",requires,LPO|T0E,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,54,corvette,z06,high,description,"LPO, Jake C8.R rear hash graphic, Genuine Corvette Accessory
1. Included with (PDA) Jake C8.R Graphics Package, LPO.",included_with,LPO|PDA,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,55,corvette,z06,high,description,"LPO, Jake C8.R rear hash graphic with Tech Bronze accent, Genuine Corvette Accessory
1. Not available with VPW or PDA. Included with (PCZ) Tech Bronze Accent Package, LPO.",included_with,LPO|PCZ|PDA|VPW,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,55,corvette,z06,high,description,"LPO, Jake C8.R rear hash graphic with Tech Bronze accent, Genuine Corvette Accessory
1. Not available with VPW or PDA. Included with (PCZ) Tech Bronze Accent Package, LPO.",not_available_with,LPO|PCZ|PDA|VPW,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,56,corvette,z06,high,description,"LPO, Jake hood graphic
1. Included with (PDA) Jake C8.R Graphics Package, LPO. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX).",included_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|DZU|DZV|DZX|LPO|PDA|RPO,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,56,corvette,z06,high,description,"LPO, Jake hood graphic
1. Included with (PDA) Jake C8.R Graphics Package, LPO. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX).",not_available_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|DZU|DZV|DZX|LPO|PDA|RPO,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,57,corvette,z06,high,description,"LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory
1. Not available with PDA, SNE or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). Included with (PCZ) Tech Bronze Accent Package, LPO.",included_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|DZU|DZV|DZX|LPO|PCZ|PDA|RPO|SNE,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,57,corvette,z06,high,description,"LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory
1. Not available with PDA, SNE or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). Included with (PCZ) Tech Bronze Accent Package, LPO.",not_available_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|DZU|DZV|DZX|LPO|PCZ|PDA|RPO|SNE,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,60,corvette,z06,high,description,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO.",requires,LPO|SPY,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,61,corvette,z06,high,description,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO or (ROY/ROZ/STZ) wheels.",not_available_with,LPO|ROY|ROZ|SPY|STZ,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,62,corvette,z06,high,description,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO.",not_available_with,LPO|S47,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,63,corvette,z06,high,description,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO or (ROY/ROZ/STZ) wheels.",not_available_with,LPO|ROY|ROZ|SPY|STZ,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,64,corvette,z06,high,description,"LPO, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Satin Graphite forged aluminum with Red stripe wheels. Includes Black lug nuts and Black wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Accessory wheels do not include additional wheels caps, factory wheels caps may be reused, or additional wheel caps may be purchased. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ.",not_available_with,LPO|R8C|ROY|ROZ|S47|SFE|SPY|SPZ|STZ,high,needs_review,Staging candidate only; no canonical rule generated.
